Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
1091881434,"Jul 19, 2017, 5:10:09 PM",Evening Ride,Ride,,3153,4.57,,,false,,,activities/1091881434.gpx,0.0,,3153.0,1452.0,4574.10009765625,8.100000381469727,,21.722318649291992,22.422300338745117,183.0,195.10000610351562,11.5,-0.015303556807339191,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
1092935975,"Jul 20, 2017, 6:41:38 AM",Lhota (L),Ride,"",30311,36.46,,,false,,,activities/1092935975.gpx,0.0,,30311.0,8295.0,36465.1015625,8.699999809265137,,271.4392395019531,271.239013671875,170.60000610351562,205.10000610351562,43.599998474121094,0.0005484696594066918,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15872.5,,,,,,,,,,,,""
1094421963,"Jul 21, 2017, 7:19:41 AM",Morning Ride,Ride,"",26113,29.70,,,false,,,activities/1094421963.gpx,0.0,,26113.0,7362.0,29703.900390625,9.600000381469727,,283.1138000488281,241.61399841308594,182.0,288.3999938964844,46.20000076293945,0.13971228897571564,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
1094585230,"Jul 21, 2017, 3:17:58 PM",Afternoon Ride,Ride,"",4877,26.29,,,false,,,activities/1094585230.gpx,0.0,,4877.0,4605.0,26293.80078125,9.0,,120.53512573242188,105.63500213623047,160.1999969482422,190.1999969482422,18.299999237060547,0.056667350232601166,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5430.2998046875,,,,,,,,,,,,""
1097760262,"Jul 23, 2017, 9:07:34 AM",Lunch Ride,Ride,"",19565,47.61,,,false,,,activities/1097760262.gpx,0.0,,19565.0,10674.0,47615.19921875,11.899999618530273,,838.1179809570312,800.5180053710938,275.0,492.8999938964844,48.900001525878906,0.07896637916564941,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
1098022628,"Jul 23, 2017, 3:10:34 PM",Afternoon Ride,Ride,"",5578,27.04,,,false,,,activities/1098022628.gpx,0.0,,5578.0,5036.0,27040.80078125,10.300000190734863,,138.30209350585938,234.90199279785156,180.10000610351562,289.0,20.0,-0.35723796486854553,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5985.60009765625,,,,,,,,,,,,""
1100876441,"Jul 25, 2017, 8:31:31 AM",Morning Ride,Ride,"",25966,78.22,,,false,,,activities/1100876441.gpx,0.0,,25966.0,17348.0,78223.6015625,13.300000190734863,,1346.429443359375,1285.3299560546875,184.89999389648438,608.2000122070312,49.20000076293945,0.07810942083597183,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
1102231925,"Jul 26, 2017, 10:55:38 AM",Lunch Ride,Ride,"",2872,13.83,,,false,,,activities/1102231925.gpx,0.0,,2872.0,2595.0,13838.599609375,9.5,,67.32688903808594,67.52690124511719,170.60000610351562,192.89999389648438,32.20000076293945,-0.0014452328905463219,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.0999755859375,,,,,,,,,,,,""
1107090485,"Jul 29, 2017, 9:12:54 AM",Lunch Ride,Ride,"",18443,41.98,,,false,,,activities/1107090485.gpx,0.0,,18443.0,11680.0,41985.6015625,12.5,,706.0610961914062,725.4609985351562,715.7999877929688,1010.7999877929688,34.79999923706055,-0.04620631784200668,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
1114899708,"Aug 3, 2017, 6:03:46 AM",Morning Ride,Ride,"",2778,15.75,,,false,,,activities/1114899708.gpx,0.0,,2778.0,2757.0,15757.7001953125,9.699999809265137,,110.29148864746094,119.59100341796875,170.60000610351562,205.3000030517578,17.299999237060547,-0.05901876464486122,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7316.60009765625,,,,,,,,,,,,""
